address_found,suburb,postcode,START_LATITUDE,START_LONGITUDE
"59, Melbury Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NZ, United Kingdom",Kensington,W14 8NZ,51.498548,-0.201303
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495814,-0.206199
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495655,-0.206846
"King's Cross, London Borough of Camden, London, Greater London, England, N1C 4BS, United Kingdom",King's Cross,N1C 4BS,51.530476,-0.123785
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55536,-0.165989
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.49568,-0.206071
"The Little Thai, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.553873,-0.164574
"Jeroboams, 254, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6DN, United Kingdom",Kensington,W8 6DN,51.498697,-0.200077
"Holiday Inn Mayfair, 3, Berkeley Street, St. James's, Mayfair, London, Greater London, England, W1J 8NE, United Kingdom",Mayfair,W1J 8NE,51.507558,-0.142598
"6, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495477,-0.20718
"31, Milson Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0LA, United Kingdom",Brook Green,W14 0LA,51.499747,-0.215699
"Vestry Court, 5, Monck Street, Westminster, Millbank, London, Greater London, England, SW1P 2AE, United Kingdom",Millbank,SW1P 2AE,51.495513,-0.130824
"Trinity House, 377, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496482,-0.206097
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495635,-0.205913
"Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.496157,-0.207757
"Piccadilly Circus, St. James's, Mayfair, City of Westminster, Greater London, England, W1J 0AD, United Kingdom",Mayfair,W1J 0AD,51.509799,-0.13597
"41b, Warwick Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PR, United Kingdom",Kensington,W14 8PR,51.495412,-0.202273
"Java Whiskers Cat Café White City, Ariel Way, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 7GE, United Kingdom",Shepherd's Bush,W12 7GE,51.509292,-0.223113
"42, Walterton Road, West Kilburn, Maida Hill, London, Greater London, England, W9 3PE, United Kingdom",Maida Hill,W9 3PE,51.52593,-0.199792
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495556,-0.206269
"Lawn Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QU, United Kingdom",Belsize Park,NW3 2QU,51.553373,-0.161317
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.55369,-0.167178
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496297,-0.207008
"150, King Street, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 9JT, United Kingdom",Hammersmith,W6 9JT,51.492696,-0.232961
"West One, 85, Davies Street, East Marylebone, Mayfair, London, Greater London, England, W1C 2JS, United Kingdom",Mayfair,W1C 2JS,51.514021,-0.14908
"Albert Gate Court, 124, Knightsbridge, London, Greater London, England, SW7 1DW, United Kingdom",Knightsbridge,SW7 1DW,51.501677,-0.162948
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.495742,-0.206278
"375 Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.49583,-0.20642
"103, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490447,-0.198072
"Monarch House, 239, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6SN, United Kingdom",Kensington,W8 6SN,51.499146,-0.198626
"The Hop Poles, King Street, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0QF, United Kingdom",Hammersmith,W6 0QF,51.49266,-0.225615
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555448,-0.166074
"8, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490562,-0.197246
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555334,-0.166039
"Portland Court, 38, Belsize Park, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4EH, United Kingdom",Belsize Park,NW3 4EH,51.546827,-0.172817
"St. Leonard's Road, London Borough of Ealing, London, Greater London, England, NW10 6SY, United Kingdom",NA,NW10 6SY,51.526349,-0.258519
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.49581,-0.206307
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.497024,-0.204721
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555321,-0.165958
"Bessborough Gardens, Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488673,-0.129464
"Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.496091,-0.207716
"81, Lawn Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QU, United Kingdom",Belsize Park,NW3 2QU,51.549907,-0.161732
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555324,-0.166013
"Grosvenor Gardens, Victoria, London, Greater London, England, SW1W 0JW, United Kingdom",Victoria,SW1W 0JW,51.49705,-0.146038
"32, Sterne Street, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8AB, United Kingdom",Shepherd's Bush,W12 8AB,51.505248,-0.219769
"Bessborough Gardens, Millbank, London, Greater London, England, SW1V 2JQ, United Kingdom",Millbank,SW1V 2JQ,51.488737,-0.129645
"Connaught Street, Marylebone, London, Greater London, England, W2 2AH, United Kingdom",Marylebone,W2 2AH,51.514698,-0.164873
"Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BW, United Kingdom",Kensington,W14 8BW,51.495457,-0.205155
"VauxWall East Climbing Centre, 1, Lollard Street, Ethelred Estate, Lambeth, London Borough of Lambeth, London, Greater London, England, SE11 6BD, United Kingdom",Lambeth,SE11 6BD,51.49234,-0.113728
"Admiral House, 19, A202, Vauxhall, London Borough of Lambeth, London, Greater London, England, SW8 2FD, United Kingdom",Vauxhall,SW8 2FD,51.4858,-0.12442
"Balmoral Apartments, 2, Praed Street, Paddington, London, Greater London, England, W2 1AL, United Kingdom",Paddington,W2 1AL,51.518778,-0.170053
"Yorkshire Building Society, 255, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RZ, United Kingdom",Kensington,W8 7RZ,51.499022,-0.198958
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555361,-0.166022
"Google London, 1-13, St Giles High Street, Saint Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC2H 8AG, United Kingdom",Bloomsbury,WC2H 8AG,51.516373,-0.127531
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555276,-0.16612
"Virgin Money, 154-158, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RL, United Kingdom",Kensington,W8 7RL,51.500325,-0.195217
"376-384, Oxford Street, East Marylebone, Mayfair, London, Greater London, England, W1C 2JZ, United Kingdom",Mayfair,W1C 2JZ,51.51426,-0.150439
"Connaught Mews, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PN, United Kingdom",Belsize Park,NW3 2PN,51.553793,-0.166154
"Trebovir Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TQ, United Kingdom",Earl's Court,SW5 9TQ,51.49123,-0.195859
"Professor Sir Christopher Ingold, 20, Gordon Street, Saint Pancras, London Borough of Camden, London, Greater London, England, WC1H 0AJ, United Kingdom",Saint Pancras,WC1H 0AJ,51.525064,-0.132274
"Charles House, 385, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QA, United Kingdom",Kensington,W14 8QA,51.496356,-0.206596
"Royal Garden Hotel, 2-24, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PT, United Kingdom",South Kensington,W8 4PT,51.502358,-0.187782
"Fairfax, Tudor Close, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4AG, United Kingdom",Belsize Park,NW3 4AG,51.549923,-0.168643
"Ocean House, Dalston Lane, De Beauvoir Town, Dalston, London Borough of Hackney, London, Greater London, England, E8 3FT, United Kingdom",Dalston,E8 3FT,51.546253,-0.074739
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.553718,-0.167038
"Kensington Primary Academy, 205, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PU, United Kingdom",Kensington,W14 8PU,51.496665,-0.20543
"The Connaught, Adam's Row, Mayfair, London, Greater London, England, W1K 2AL, United Kingdom",Mayfair,W1K 2AL,51.510015,-0.149714
"KFC, 43, Charing Cross Road, Seven Dials, Bloomsbury, London, Greater London, England, WC2H 0AP, United Kingdom",Bloomsbury,WC2H 0AP,51.511641,-0.128371
"Six Storeys, 11, Soho Square, Soho, City of Westminster, Greater London, England, W1D 3QX, United Kingdom",NA,W1D 3QX,51.515625,-0.132476
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.495894,-0.206353
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494173,-0.236573
"Riverwalk, 157-161, Millbank, London, Greater London, England, SW1P 4RT, United Kingdom",Millbank,SW1P 4RT,51.489054,-0.128637
"37, Randolph Crescent, Westbourne Green, Paddington, London, Greater London, England, W9 1DP, United Kingdom",Paddington,W9 1DP,51.526453,-0.181888
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555343,-0.165978
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.49592,-0.2061
"The Roebuck, 15, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PN, United Kingdom",Belsize Park,NW3 2PN,51.553681,-0.167421
"Queen's Park Library, 666, Harrow Road, Kensal Town, Queen's Park, London, Greater London, England, W10 4RN, United Kingdom",Kensal Town,W10 4RN,51.526957,-0.211361
"1, Russell Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HU, United Kingdom",Kensington,W14 8HU,51.496277,-0.206892
"72-74, St George's Square, Pimlico, London, Greater London, England, SW1V 3QU, United Kingdom",Pimlico,SW1V 3QU,51.48699,-0.134929
"27, Pembroke Gardens, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6HU, United Kingdom",Kensington,W8 6HU,51.495964,-0.201631
"71, Upper Park Road, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2UJ, United Kingdom",Belsize Park,NW3 2UJ,51.55276,-0.161151
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555332,-0.166123
"The Barkers Building, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 5SE, United Kingdom",Kensington,W8 5SE,51.501956,-0.19053
"South Carriage Drive, Belgravia, London, Greater London, England, SW1X 7NL, United Kingdom",Belgravia,SW1X 7NL,51.502927,-0.157154
"Vale Crescent, Kingston Vale, Royal Borough of Kingston upon Thames, London, Greater London, England, SW15 3PJ, United Kingdom",Kingston Vale,SW15 3PJ,51.434845,-0.255744
"Phillimore Terrace, Allen Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6BJ, United Kingdom",Kensington,W8 6BJ,51.499356,-0.195606
"Hornton Court, 116-138, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4SN, United Kingdom",Kensington,W8 4SN,51.50093,-0.193463
"Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PS, United Kingdom",Belsize Park,NW3 2PS,51.554252,-0.165377
"8-10, King Street, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0DZ, United Kingdom",Hammersmith,W6 0DZ,51.492963,-0.225571
"Fairfax Place, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8HN, United Kingdom",Kensington,W14 8HN,51.497836,-0.208369
"Lord Kensington House, 5, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495663,-0.206052
"Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8QZ, United Kingdom",Kensington,W14 8QZ,51.496752,-0.205244
"7, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.495939,-0.208495
"Parsons Green, Parson's Green, Fulham, London Borough of Hammersmith and Fulham, London, Greater London, England, SW6 4UL, United Kingdom",Fulham,SW6 4UL,51.473075,-0.199164
"6-7, Fitzroy Place, East Marylebone, Fitzrovia, Camden Town, City of Westminster, Greater London, England, W1T 3BH, United Kingdom",Fitzrovia,W1T 3BH,51.519257,-0.138718
"Connaught Mews, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PN, United Kingdom",Belsize Park,NW3 2PN,51.55372,-0.166562
"Kensington War Memorial, Kensington Church Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4EP, United Kingdom",Kensington,W8 4EP,51.502146,-0.191119
"Nevern Mansions, 27A, Nevern Square, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TH, United Kingdom",Earl's Court,SW5 9TH,51.491109,-0.197293
"Holland Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8EZ, United Kingdom",Kensington,W14 8EZ,51.500266,-0.2109
"Da Maria Ristorante, 87, Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7TQ, United Kingdom",Notting Hill,W8 7TQ,51.508689,-0.197247
"Richmond Way, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8LY, United Kingdom",Shepherd's Bush,W12 8LY,51.504196,-0.217539
"64, Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488981,-0.129027
"Terminus Place, Victoria, London, Greater London, England, SW1E 5NE, United Kingdom",Victoria,SW1E 5NE,51.496154,-0.144603
"Royal Garden Hotel, 2-24, Kensington High Street, South Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4PT, United Kingdom",South Kensington,W8 4PT,51.50247,-0.188017
"Rectory Road, West Hackney, London Borough of Hackney, London, Greater London, England, N16 7QP, United Kingdom",West Hackney,N16 7QP,51.557123,-0.068483
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.55539,-0.166
"Riverwalk, 157-161, Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488994,-0.128838
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495452,-0.206307
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.496008,-0.206838
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.552799,-0.166003
"Downshire Hill, Vale of Health, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 1NX, United Kingdom",Belsize Park,NW3 1NX,51.557348,-0.167954
"Riverwalk, 157-161, Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488998,-0.128891
"1-5, St Mary Abbots Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NA, United Kingdom",Kensington,W14 8NA,51.498337,-0.202348
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555352,-0.166056
"5, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.496019,-0.208396
"10 Hammersmith Broadway, 10, Hammersmith Broadway, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 7AL, United Kingdom",Hammersmith,W6 7AL,51.493373,-0.223948
"Mackeson Road, Maitland Park, Gospel Oak, London Borough of Camden, London, Greater London, England, NW3 2LT, United Kingdom",Gospel Oak,NW3 2LT,51.554521,-0.160093
"25, Randolph Avenue, Paddington, London, Greater London, England, W9 1BJ, United Kingdom",Paddington,W9 1BJ,51.525153,-0.18014
"Hampstead Heath, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555408,-0.166182
"Grosvenor Gardens, Victoria, London, Greater London, England, SW1W 0EB, United Kingdom",Victoria,SW1W 0EB,51.496829,-0.146224
"Elms House, 43, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 7BT, United Kingdom",Brook Green,W6 7BT,51.494476,-0.215824
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555311,-0.165955
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495466,-0.206122
"Westminster Bridge Road, Waterloo, London Borough of Lambeth, London, Greater London, England, SE1 7PD, United Kingdom",Waterloo,SE1 7PD,51.500754,-0.118191
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555293,-0.166009
"17, Alperton Street, Kensal Town, Queen's Park, London, Greater London, England, W10 4NQ, United Kingdom",Kensal Town,W10 4NQ,51.526844,-0.20639
"Mecca Bingo, 180, Arlington Road, Chalk Farm, London Borough of Camden, London, Greater London, England, NW1 7HL, United Kingdom",Chalk Farm,NW1 7HL,51.539058,-0.144246
"26, Ilchester Place, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8LT, United Kingdom",Kensington,W14 8LT,51.500399,-0.202539
"Wolfe House, 389, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NL, United Kingdom",Kensington,W14 8NL,51.4959,-0.206852
"South End Close, Maitland Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2LL, United Kingdom",Belsize Park,NW3 2LL,51.554738,-0.164509
"Yorkshire Building Society, 255, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 7RZ, United Kingdom",Kensington,W8 7RZ,51.499021,-0.198863
"The Magdala, 2a, South Hill Park, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2SB, United Kingdom",Belsize Park,NW3 2SB,51.555361,-0.16608
"24, Maclise Road, Brook Green, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 0PR, United Kingdom",Brook Green,W14 0PR,51.497636,-0.212634
"Belsize Park, Glenloch Road, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4DG, United Kingdom",Belsize Park,NW3 4DG,51.550197,-0.164331
"8, Addison Bridge Place, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XW, United Kingdom",West Kensington,W14 8XW,51.495495,-0.207084
"Adventures in Furniture, 83, Tottenham Court Road, Saint Giles, Fitzrovia, London Borough of Camden, London, Greater London, England, W1T 7PF, United Kingdom",Fitzrovia,W1T 7PF,51.521785,-0.135494
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495539,-0.206173
"O Sole Mio, 35, Belgrave Road, Pimlico, London, Greater London, England, SW1V 2BB, United Kingdom",Pimlico,SW1V 2BB,51.490781,-0.139276
"The Design Museum Shop, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 6NA, United Kingdom",Kensington,W8 6NA,51.499128,-0.199323
"Birkbeck, University of London, Byng Place, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1H 0AB, United Kingdom",Bloomsbury,WC1H 0AB,51.522688,-0.131464
"Nevern Mansions, 42, Warwick Road, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9TJ, United Kingdom",Earl's Court,SW5 9TJ,51.491123,-0.197327
"3, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PR, United Kingdom",Belsize Park,NW3 2PR,51.553605,-0.168309
"Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NS, United Kingdom",Kensington,W14 8NS,51.496982,-0.20464
"Balmoral Apartments, 2, Praed Street, Paddington, London, Greater London, England, W2 1AL, United Kingdom",Paddington,W2 1AL,51.518602,-0.170351
"Riverwalk, 157-161, Millbank, London, Greater London, England, SW1P 4RP, United Kingdom",Millbank,SW1P 4RP,51.488896,-0.128586
"Kensington Primary Academy, 205, Warwick Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8PU, United Kingdom",Kensington,W14 8PU,51.496118,-0.204636
"Eco, 2, Holland Road, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8BA, United Kingdom",Kensington,W14 8BA,51.497068,-0.206331
"Jeremy Bentham, Queen Anne's Gate, Westminster, Victoria, London, Greater London, England, SW1H 9AD, United Kingdom",Victoria,SW1H 9AD,51.500103,-0.134056
"1, Ravenscourt Place, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UN, United Kingdom",Hammersmith,W6 0UN,51.493961,-0.236508
"148, Kensington Church Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W8 4BA, United Kingdom",Kensington,W8 4BA,51.507601,-0.194834
"Welby, 37, Belsize Avenue, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4AE, United Kingdom",Belsize Park,NW3 4AE,51.549988,-0.168783
"8, Philbeach Gardens, Earl's Court, Royal Borough of Kensington and Chelsea, London, Greater London, England, SW5 9EZ, United Kingdom",Earl's Court,SW5 9EZ,51.490593,-0.197204
"Belsize Park, Glenloch Road, Swiss Cottage, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 4DG, United Kingdom",Belsize Park,NW3 4DG,51.550059,-0.164231
"16, Ladbroke Crescent, Lancaster West Estate, North Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 1PN, United Kingdom",North Kensington,W11 1PN,51.516022,-0.210359
"Pimlico Station, Bessborough Street, Millbank, London, Greater London, England, SW1V 3SQ, United Kingdom",Millbank,SW1V 3SQ,51.489066,-0.133248
"Armoury Fitness, 25, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2PN, United Kingdom",Belsize Park,NW3 2PN,51.553909,-0.166636
"The Green Park, Arlington Street, St. James's, Mayfair, London, Greater London, England, SW1A 1RP, United Kingdom",Mayfair,SW1A 1RP,51.504804,-0.146371
"Kenton Court, 356, Kensington High Street, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8NW, United Kingdom",Kensington,W14 8NW,51.496944,-0.205047
"Astley House, 15-35, Notting Hill Gate, Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 3JQ, United Kingdom",Notting Hill,W11 3JQ,51.509277,-0.194808
"Grosvenor Gardens, Victoria, London, Greater London, England, SW1W 0EB, United Kingdom",Victoria,SW1W 0EB,51.496989,-0.146068
"7, Sale Place, Paddington, London, Greater London, England, W2 1YR, United Kingdom",Paddington,W2 1YR,51.518066,-0.169919
"Sree Krishna Vada Pav, Arch 54, South Lambeth Road, Vauxhall, London Borough of Lambeth, London, Greater London, England, SW8 1SS, United Kingdom",Vauxhall,SW8 1SS,51.485949,-0.122175
"Ravenscourt Road, Hammersmith, London Borough of Hammersmith and Fulham, London, Greater London, England, W6 0UH, United Kingdom",Hammersmith,W6 0UH,51.494021,-0.236466
"Cardinal Place Shopping Centre, 80, Victoria Street, Victoria, London, Greater London, England, SW1E 5JL, United Kingdom",Victoria,SW1E 5JL,51.497545,-0.140714
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.554058,-0.165122
"11, Hammersmith Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8XJ, United Kingdom",West Kensington,W14 8XJ,51.495979,-0.208572
"Benson House, 4, Radnor Terrace, Kensington, Royal Borough of Kensington and Chelsea, London, Greater London, England, W14 8AZ, United Kingdom",Kensington,W14 8AZ,51.495591,-0.206319
"Avonmore Primary School, Avonmore Road, West Kensington, London Borough of Hammersmith and Fulham, London, Greater London, England, W14 8RT, United Kingdom",West Kensington,W14 8RT,51.49513,-0.208836
"Royal Free Hospital, Pond Street, Belsize Park, London Borough of Camden, London, Greater London, England, NW3 2QG, United Kingdom",Belsize Park,NW3 2QG,51.554108,-0.165143
